VIN (1-10),County,City,State,Postal Code,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Base MSRP,Legislative District,DOL Vehicle ID,Vehicle Location,Electric Utility,2020 Census Tract
1N4AZ1CP4L,King,Seattle,WA,98125,2020,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,149,0,46,138091397,POINT (-122.30253 47.72656),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001201
1N4AZ0CP0F,Chelan,Wenatchee,WA,98801,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,12,204820668,POINT (-120.3283376 47.4280056),PUD NO 1 OF CHELAN COUNTY,53007960801
5YJ3E1EB2J,Snohomish,Everett,WA,98208,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,44,298475320,POINT (-122.2032349 47.8956271),PUGET SOUND ENERGY INC,53061041606
JN1AZ0CP7B,Thurston,Lacey,WA,98503,2011,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,0,22,123927114,POINT (-122.80665 47.019564),PUGET SOUND ENERGY INC,53067011421
5YJSA1E22F,Kitsap,Poulsbo,WA,98370,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,0,23,158171296,POINT (-122.6368884 47.7469547),PUGET SOUND ENERGY INC,53035090501
5YJ3E1EA4J,Thurston,Olympia,WA,98502,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,22,322752307,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067012002
5YJSA1E40F,King,Redmond,WA,98053,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,0,45,169480132,POINT (-122.030684 47.669552),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032327
JHMZC5F37J,Snohomish,Everett,WA,98208,2018,HONDA,CLARITY,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,47,0,44,156723976,POINT (-122.2032349 47.8956271),PUGET SOUND ENERGY INC,53061041610
JN1AZ0CP7C,Yakima,Yakima,WA,98902,2012,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,0,14,239505276,POINT (-120.530331 46.59534),PACIFICORP,53077000800
5YJ3E1EB2K,Yakima,Yakima,WA,98901,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,14,221375612,POINT (-120.50723 46.60452),PACIFICORP,53077000100
5YJSA1E43K,Yakima,Yakima,WA,98908,2019,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,270,0,14,258995908,POINT (-120.611068 46.596645),PACIFICORP,53077002900
JN1AZ0CP5C,Stevens,Colville,WA,99114,2012,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,0,7,153331706,POINT (-117.885418 48.541035),AVISTA CORP,53065950200
5YJ3E1EB6K,King,Seattle,WA,98105,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,46,244060932,POINT (-122.304212 47.664294),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033004301
WVWKR7AU8K,Kitsap,Bainbridge Island,WA,98110,2019,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,125,0,23,477699645,POINT (-122.5305071 47.6400595),PUGET SOUND ENERGY INC,53035091002
5YJ3E1EA0J,Kittitas,Cle Elum,WA,98922,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,13,321527790,POINT (-120.9347811 47.1944758),PUGET SOUND ENERGY INC,53037975201
1G1RD6E40E,Stevens,Valley,WA,99181,2014,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,0,7,209336459,POINT (-117.7262049 48.1751396),AVISTA CORP,53065951100
KNDC3DLC1N,Stevens,Colville,WA,99114,2022,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,7,200868769,POINT (-117.885418 48.541035),AVISTA CORP,53065950600
WAUTPBFF0G,Walla Walla,Walla Walla,WA,99362,2016,AUDI,A3,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,16,0,16,107411678,POINT (-118.3377489 46.0625736),PACIFICORP,53071920701
5YJXCDE22L,Yakima,Selah,WA,98942,2020,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,289,0,15,103243017,POINT (-120.5517376 46.6678647),PACIFICORP,53077003200
WAUUPBFF3J,Skagit,Anacortes,WA,98221,2018,AUDI,A3,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,16,0,40,202271135,POINT (-122.6330168 48.4948674),PUGET SOUND ENERGY INC,53057940403
WDC0G5EBXK,Snohomish,Everett,WA,98203,2019,MERCEDES-BENZ,GLC-CLASS,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,10,0,38,238138085,POINT (-122.225874 47.945309),PUGET SOUND ENERGY INC,53061041304
5YJ3E1EBXJ,Snohomish,Bothell,WA,98021,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,1,474692662,POINT (-122.2107298 47.7977268),PUGET SOUND ENERGY INC,53061051917
5UX43EU04S,Kitsap,Seabeck,WA,98380,2025,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,40,0,35,267258897,POINT (-122.8728334 47.5798304),PUGET SOUND ENERGY INC,53035091301
KMUKEDSBXR,Snohomish,Edmonds,WA,98020,2024,GENESIS,GV60,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,21,267632935,POINT (-122.3757836 47.800042),PUGET SOUND ENERGY INC,53061050403
JN1AZ0CP6C,Island,Freeland,WA,98249,2012,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,0,10,5819362,POINT (-122.545737 48.018194),PUGET SOUND ENERGY INC,53029971900
1N4AZ0CP4E,Snohomish,Everett,WA,98208,2014,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,44,118527454,POINT (-122.2032349 47.8956271),PUGET SOUND ENERGY INC,53061041610
WMEEJ9AA8G,Snohomish,Bothell,WA,98012,2016,SMART,FORTWO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,68,0,44,143784105,POINT (-122.206146 47.839957),PUGET SOUND ENERGY INC,53061052010
WA1E2AFY3R,Yakima,Yakima,WA,98901,2024,AUDI,Q5 E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,23,0,15,271614129,POINT (-120.50723 46.60452),PACIFICORP,53077001602
5YJXCDE2XJ,Snohomish,Everett,WA,98208,2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,38,239758025,POINT (-122.2032349 47.8956271),PUGET SOUND ENERGY INC,53061041805
1G1RC6S5XH,Thurston,Lacey,WA,98503,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,0,22,247322806,POINT (-122.80665 47.019564),PUGET SOUND ENERGY INC,53067011300
1N4AZ0CP6D,Island,Clinton,WA,98236,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,10,189086859,POINT (-122.4159028 47.9560682),PUGET SOUND ENERGY INC,53029972100
3FMTK3SUXP,Whitman,Pullman,WA,99163,2023,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,9,233728288,POINT (-117.1770648 46.7329687),AVISTA CORP,53075000500
1N4BZ0CPXH,Spokane,Spokane,WA,99223,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,107,0,6,313303112,POINT (-117.3600492 47.6077423),MODERN ELECTRIC WATER COMPANY,53063004702
1G1FX6S05H,Skagit,Bow,WA,98232,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,40,265129917,POINT (-122.4202542 48.5607175),PUGET SOUND ENERGY INC,53057950802
1G1RD6E43C,Yakima,Yakima,WA,98908,2012,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,35,0,14,245530253,POINT (-120.611068 46.596645),PACIFICORP,53077000903
1C4JJXP69P,Grant,Quincy,WA,98848,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,0,13,249731674,POINT (-119.8619179 47.2248994),PUD NO 2 OF GRANT COUNTY,53025010600
5YJ3E1EC1L,King,Redmond,WA,98053,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,308,0,45,122944412,POINT (-122.030684 47.669552),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032315
5YJ3E1EB9J,Spokane,Spokane,WA,99207,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,3,286454864,POINT (-117.387659 47.686036),MODERN ELECTRIC WATER COMPANY,53063001500
5YJ3E1EB9L,Island,Langley,WA,98260,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,0,10,4664530,POINT (-122.4401957 48.0192938),PUGET SOUND ENERGY INC,53029972000
5YJ3E1EA5K,Snohomish,Snohomish,WA,98296,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,1,476894120,POINT (-122.121841 47.841036),PUGET SOUND ENERGY INC,53061052112
YV4BC0PK0G,Spokane,Spokane,WA,99205,2016,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,13,0,3,164236845,POINT (-117.4404568 47.6966013),MODERN ELECTRIC WATER COMPANY,53063001300
5YJ3E1EB4J,Skagit,Burlington,WA,98233,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,40,229811340,POINT (-122.3346525 48.4770496),PUGET SOUND ENERGY INC,53057951700
JTMCB3FV0R,Stevens,Colville,WA,99114,2024,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,42,0,7,260771871,POINT (-117.885418 48.541035),AVISTA CORP,53065950600
3C3CFFGE6G,Yakima,Naches,WA,98937,2016,FIAT,500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,14,202801616,POINT (-120.7451856 46.7416386),PACIFICORP,53077003002
1N4BZ0CP4G,Snohomish,Bothell,WA,98021,2016,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,1,246262054,POINT (-122.2107298 47.7977268),PUGET SOUND ENERGY INC,53061051917
1G1FW6S03L,Chelan,Leavenworth,WA,98826,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,259,0,12,151061494,POINT (-120.6860209 47.7095564),PUD NO 1 OF CHELAN COUNTY,53007960201
WBY1Z2C50E,Yakima,Yakima,WA,98901,2014,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,81,0,15,101485023,POINT (-120.50723 46.60452),PACIFICORP,53077001602
1N4BZ0CP7G,King,Redmond,WA,98053,2016,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,45,105676469,POINT (-122.030684 47.669552),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032332
WB523CF07N,Snohomish,Everett,WA,98208,2022,BMW,IX,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,38,224651087,POINT (-122.2032349 47.8956271),PUGET SOUND ENERGY INC,53061041805
5YJ3E1EA1L,Snohomish,Edmonds,WA,98020,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,0,21,3289394,POINT (-122.3757836 47.800042),PUGET SOUND ENERGY INC,53061050300
1C4JJXP67N,Snohomish,Snohomish,WA,98296,2022,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,0,1,218500740,POINT (-122.121841 47.841036),PUGET SOUND ENERGY INC,53061052108
JM3KKBHA5R,Snohomish,Bothell,WA,98012,2024,MAZDA,CX-90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,0,1,261698643,POINT (-122.206146 47.839957),PUGET SOUND ENERGY INC,53061051921
1FADP5CU2G,Thurston,Olympia,WA,98513,2016,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,2,320795996,POINT (-122.7654699 46.9970624),PUGET SOUND ENERGY INC,53067012331
WA1F2AFY8R,Skagit,Anacortes,WA,98221,2024,AUDI,Q5 E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,23,0,10,264241638,POINT (-122.6330168 48.4948674),PUGET SOUND ENERGY INC,53057940302
5UXTA6C07N,Snohomish,Bothell,WA,98012,2022,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30,0,1,202204747,POINT (-122.206146 47.839957),PUGET SOUND ENERGY INC,53061051921
5UXTA6C00P,Snohomish,Bothell,WA,98021,2023,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30,0,1,224569271,POINT (-122.2107298 47.7977268),PUGET SOUND ENERGY INC,53061051916
WBY8P8C50K,Island,Langley,WA,98260,2019,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,126,0,10,476193616,POINT (-122.4401957 48.0192938),PUGET SOUND ENERGY INC,53029972000
1FADP5CU8G,Skagit,Anacortes,WA,98221,2016,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,40,158073618,POINT (-122.6330168 48.4948674),PUGET SOUND ENERGY INC,53057940700
5YJ3E1EB1L,Thurston,Centralia,WA,98531,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,0,20,103440123,POINT (-122.9735677 46.7269138),PUGET SOUND ENERGY INC,53067012720
1FTVW1EV5N,Snohomish,Granite Falls,WA,98252,2022,FORD,F-150,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,39,223628989,POINT (-121.9450548 48.0763266),PUGET SOUND ENERGY INC,53061053604
5YJ3E1EB5K,Thurston,Lacey,WA,98516,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,22,476672717,POINT (-122.75103 47.08149),PUGET SOUND ENERGY INC,53067012226
KNDPYDDH8S,Snohomish,Bothell,WA,98012,2025,KIA,SPORTAGE,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,34,0,1,272544520,POINT (-122.206146 47.839957),PUGET SOUND ENERGY INC,53061051921
5YJ3E1EA6J,Kittitas,Thorp,WA,98946,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,13,170596807,POINT (-120.6969809 47.0799262),PUGET SOUND ENERGY INC,53037975203
1N4AZ0CP7F,Snohomish,Snohomish,WA,98290,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,44,204754364,POINT (-122.0483457 47.9435765),PUGET SOUND ENERGY INC,53061052401
5YJYGDEE1L,Island,Coupeville,WA,98239,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,0,10,112647286,POINT (-122.6591616 48.1982108),PUGET SOUND ENERGY INC,53029971302
5YJSA1E29K,King,Issaquah,WA,98029,2019,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,270,0,5,203656715,POINT (-122.0209893 47.5632565),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032220
WBY1Z4C51E,Yakima,Yakima,WA,98908,2014,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,72,0,14,8045817,POINT (-120.611068 46.596645),PACIFICORP,53077000401
KNDCE3LG3K,Kitsap,Kingston,WA,98346,2019,KIA,NIRO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,239,0,23,118344747,POINT (-122.4977 47.79802),PUGET SOUND ENERGY INC,53035090102
KNDCC3LG6L,Thurston,Lacey,WA,98503,2020,KIA,NIRO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,239,0,22,152718450,POINT (-122.80665 47.019564),PUGET SOUND ENERGY INC,53067011626
1C4RJXR63R,Yakima,Yakima,WA,98908,2024,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,0,14,264931726,POINT (-120.611068 46.596645),PACIFICORP,53077000904
1FMCU0E14P,Yakima,Yakima,WA,98908,2023,FORD,ESCAPE,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,37,0,14,256142323,POINT (-120.611068 46.596645),PACIFICORP,53077000904
JN1AZ0CP5B,Kitsap,Bremerton,WA,98310,2011,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,0,23,138722370,POINT (-122.6231895 47.5930874),PUGET SOUND ENERGY INC,53035091900
5YJ3E1EA9K,Snohomish,Everett,WA,98203,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,38,245882024,POINT (-122.225874 47.945309),PUGET SOUND ENERGY INC,53061041202
5YJ3E1EB9L,Grant,Moses Lake,WA,98837,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,0,13,265337348,POINT (-119.2958738 47.1384772),PUD NO 2 OF GRANT COUNTY,53025011101
5YJSA1H21F,Kitsap,Bremerton,WA,98312,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,0,35,185677908,POINT (-122.6961203 47.5759584),PUGET SOUND ENERGY INC,53035091400
5YJ3E1EA9R,King,Enumclaw,WA,98022,2024,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,31,265714522,POINT (-121.99136 47.20433),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031400
WA1VABGE4K,Clark,Vancouver,WA,98682,2019,AUDI,E-TRON,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,204,0,17,216551751,POINT (-122.5286031 45.6686601),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040713
1G1RA6S52J,Kitsap,Bainbridge Island,WA,98110,2018,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,0,23,195582033,POINT (-122.5305071 47.6400595),PUGET SOUND ENERGY INC,53035091002
1FMCU0E15R,King,Bellevue,WA,98004,2024,FORD,ESCAPE,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,37,0,41,261758010,POINT (-122.1872 47.61001),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023801
1G1RA6E41C,King,Seattle,WA,98101,2012,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,35,0,43,258283546,POINT (-122.3340795 47.6099315),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033008401
YV4H60CZ1N,King,Bellevue,WA,98005,2022,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,35,0,48,245317852,POINT (-122.167394 47.614119),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023701
1C4JJXP64P,King,Tukwila,WA,98188,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,0,11,228729973,POINT (-122.29179 47.43473),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028200
WA1E2AFY0L,King,Burien,WA,98166,2020,AUDI,Q5 E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,20,0,34,116771819,POINT (-122.3472273 47.4568458),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033027901
1C4JJXP60P,King,Tukwila,WA,98188,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,0,11,238570426,POINT (-122.29179 47.43473),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028200
WBY73AW00N,King,Seattle,WA,98177,2022,BMW,I4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,36,214889958,POINT (-122.3691687 47.7403542),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001400
5YJ3E1EA8N,King,Bellevue,WA,98004,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,41,182650352,POINT (-122.1872 47.61001),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023901
YV4ER3XM3R,King,Redmond,WA,98052,2024,VOLVO,XC40,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,48,267838686,POINT (-122.13158 47.67858),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022606
1C4JJXP62P,King,Tukwila,WA,98188,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,0,11,230280445,POINT (-122.29179 47.43473),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028200
5YJYGAEE3M,King,Bellevue,WA,98007,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,41,267231513,POINT (-122.1436732 47.6157551),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023604
1N4BZ0CP0H,King,Bellevue,WA,98007,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,107,0,41,350277854,POINT (-122.1436732 47.6157551),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023401
1FADP5CU8G,Kitsap,Bainbridge Island,WA,98110,2016,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,23,200030435,POINT (-122.5305071 47.6400595),PUGET SOUND ENERGY INC,53035091002
5YJ3E1EA8L,King,Kirkland,WA,98034,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,0,45,227139937,POINT (-122.2026532 47.7210518),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021906
7SAYGDEE8P,Snohomish,Mukilteo,WA,98275,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,21,240605081,POINT (-122.29943 47.912654),PUGET SOUND ENERGY INC,53061042005
5UXTA6C09P,King,Kirkland,WA,98034,2023,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30,0,45,219083427,POINT (-122.2026532 47.7210518),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022003
5YJ3E1EA8R,King,Snoqualmie,WA,98065,2024,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,5,269851466,POINT (-121.8472211 47.5204834),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032603
KNDRJDLH4N,King,Kirkland,WA,98034,2022,KIA,SORENTO,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,0,45,187370949,POINT (-122.2026532 47.7210518),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021903
7SAYGDEE6P,King,Federal Way,WA,98023,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,30,244385550,POINT (-122.3581348 47.3097552),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033030308
5YJYGDEE6M,King,Kent,WA,98031,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,47,133756654,POINT (-122.201564 47.402358),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029407
